0	0	0	0	0	0
256	0	0	232	1	0
512	0	0	465	3	0
768	0	0	687	4	0
1024	0	0	906	5	0
1280	0	0	1129	6	0
1536	0	0	1353	8	0
1792	0	0	1564	9	0
2048	0	0	1783	10	0
2303	0	0	2002	11	0
2559	0	0	2244	13	0
2815	0	0	2462	14	0
3071	0	0	2675	15	0
3327	0	0	2895	17	0
3583	0	0	3114	18	0
3839	0	0	3331	19	0
4095	0	0	3551	20	0
0	256	0	25	236	1
256	256	0	255	240	1
512	256	0	488	243	1
768	256	0	708	244	1
1024	256	0	925	246	1
1280	256	0	1149	247	0
1536	256	0	1369	248	0
1792	256	0	1579	249	0
2048	256	0	1793	250	0
2303	256	0	2010	251	0
2559	256	0	2253	252	0
2815	256	0	2465	253	0
3071	256	0	2685	255	0
3327	256	0	2907	256	0
3583	256	0	3124	257	0
3839	256	0	3339	259	0
4095	256	0	3553	259	0
0	512	0	49	474	2
256	512	0	279	480	3
512	512	0	511	482	3
768	512	0	728	482	3
1024	512	0	945	483	3
1280	512	0	1169	485	2
1536	512	0	1387	485	2
1792	512	0	1599	486	2
2048	512	0	1816	488	2
2303	512	0	2031	489	1
2559	512	0	2280	491	2
2815	512	0	2488	492	2
3071	512	0	2705	494	2
3327	512	0	2924	495	2
3583	512	0	3140	495	0
3839	512	0	3354	496	0
4095	512	0	3568	498	0
0	768	0	74	706	4
256	768	0	303	709	4
512	768	0	533	711	4
768	768	0	751	714	4
1024	768	0	969	715	4
1280	768	0	1194	716	3
1536	768	0	1409	717	3
1792	768	0	1620	717	3
2048	768	0	1835	718	3
2303	768	0	2057	718	3
2559	768	0	2300	721	3
2815	768	0	2503	721	3
3071	768	0	2722	721	3
3327	768	0	2944	724	3
3583	768	0	3163	727	3
3839	768	0	3377	728	2
4095	768	0	3592	728	2
0	1024	0	98	937	5
256	1024	0	328	940	5
512	1024	0	557	942	5
768	1024	0	773	943	5
1024	1024	0	991	944	5
1280	1024	0	1218	947	4
1536	1024	0	1433	948	4
1792	1024	0	1644	948	4
2048	1024	0	1859	950	4
2303	1024	0	2084	950	4
2559	1024	0	2322	951	4
2815	1024	0	2526	952	4
3071	1024	0	2746	953	4
3327	1024	0	2965	954	4
3583	1024	0	3187	958	4
3839	1024	0	3402	961	3
4095	1024	0	3619	961	3
0	1280	0	122	1171	6
256	1280	0	352	1175	6
512	1280	0	580	1180	6
768	1280	0	796	1180	6
1024	1280	0	1014	1180	6
1280	1280	0	1241	1183	5
1536	1280	0	1453	1183	5
1792	1280	0	1664	1184	5
2048	1280	0	1879	1185	5
2303	1280	0	2107	1186	5
2559	1280	0	2341	1187	5
2815	1280	0	2546	1187	5
3071	1280	0	2770	1190	5
3327	1280	0	2989	1192	5
3583	1280	0	3207	1195	5
3839	1280	0	3420	1196	4
4095	1280	0	3638	1197	4
0	1536	0	147	1401	7
256	1536	0	377	1404	7
512	1536	0	602	1407	7
768	1536	0	819	1409	7
1024	1536	0	1037	1409	7
1280	1536	0	1264	1410	7
1536	1536	0	1475	1413	6
1792	1536	0	1687	1415	6
2048	1536	0	1902	1415	6
2303	1536	0	2132	1415	6
2559	1536	0	2363	1417	6
2815	1536	0	2570	1417	6
3071	1536	0	2791	1418	6
3327	1536	0	3008	1419	6
3583	1536	0	3229	1424	6
3839	1536	0	3442	1426	5
4095	1536	0	3662	1427	5
0	1792	0	172	1632	8
256	1792	0	402	1636	8
512	1792	0	625	1638	8
768	1792	0	842	1639	8
1024	1792	0	1061	1640	8
1280	1792	0	1288	1642	8
1536	1792	0	1497	1644	7
1792	1792	0	1710	1647	7
2048	1792	0	1925	1647	7
2303	1792	0	2159	1648	7
2559	1792	0	2386	1650	7
2815	1792	0	2595	1650	7
3071	1792	0	2814	1651	7
3327	1792	0	3031	1652	7
3583	1792	0	3250	1654	7
3839	1792	0	3462	1657	6
4095	1792	0	3684	1658	6
0	2048	0	197	1864	9
256	2048	0	427	1870	9
512	2048	0	650	1873	9
768	2048	0	867	1874	9
1024	2048	0	1087	1875	9
1280	2048	0	1311	1875	9
1536	2048	0	1519	1877	8
1792	2048	0	1732	1878	8
2048	2048	0	1947	1877	8
2303	2048	0	2184	1878	8
2559	2048	0	2407	1881	8
2815	2048	0	2619	1882	8
3071	2048	0	2840	1885	8
3327	2048	0	3056	1887	8
3583	2048	0	3272	1887	8
3839	2048	0	3483	1889	7
4095	2048	0	3707	1890	7
0	2303	0	222	2103	10
256	2303	0	453	2111	10
512	2303	0	673	2113	10
768	2303	0	891	2115	10
1024	2303	0	1112	2117	10
1280	2303	0	1335	2117	10
1536	2303	0	1543	2118	9
1792	2303	0	1754	2118	9
2048	2303	0	1970	2118	9
2303	2303	0	2210	2119	9
2559	2303	0	2427	2119	9
2815	2303	0	2642	2124	9
3071	2303	0	2865	2129	9
3327	2303	0	3081	2129	10
3583	2303	0	3297	2132	9
3839	2303	0	3508	2133	9
4095	2303	0	3732	2135	9
0	2559	0	247	2344	11
256	2559	0	478	2352	11
512	2559	0	697	2354	11
768	2559	0	915	2355	11
1024	2559	0	1137	2356	11
1280	2559	0	1357	2358	11
1536	2559	0	1566	2358	10
1792	2559	0	1779	2359	10
2048	2559	0	1995	2359	10
2303	2559	0	2238	2360	10
2559	2559	0	2451	2360	10
2815	2559	0	2668	2365	10
3071	2559	0	2889	2370	10
3327	2559	0	3106	2371	11
3583	2559	0	3322	2372	10
3839	2559	0	3534	2374	10
4095	2559	0	3758	2375	10
0	2815	0	272	2570	13
256	2815	0	503	2577	12
512	2815	0	721	2579	12
768	2815	0	939	2579	12
1024	2815	0	1161	2580	13
1280	2815	0	1380	2582	13
1536	2815	0	1591	2585	12
1792	2815	0	1804	2586	12
2048	2815	0	2021	2585	12
2303	2815	0	2266	2585	12
2559	2815	0	2475	2587	12
2815	2815	0	2693	2591	12
3071	2815	0	2913	2594	12
3327	2815	0	3131	2597	12
3583	2815	0	3348	2601	12
3839	2815	0	3561	2602	11
4095	2815	0	3786	2601	11
0	3071	0	297	2802	14
256	3071	0	527	2806	14
512	3071	0	743	2805	14
768	3071	0	961	2806	14
1024	3071	0	1183	2807	14
1280	3071	0	1402	2811	14
1536	3071	0	1614	2816	13
1792	3071	0	1827	2817	13
2048	3071	0	2049	2817	13
2303	3071	0	2293	2817	13
2559	3071	0	2497	2817	13
2815	3071	0	2714	2821	13
3071	3071	0	2932	2823	13
3327	3071	0	3152	2828	13
3583	3071	0	3370	2833	13
3839	3071	0	3585	2835	12
4095	3071	0	3809	2835	12
0	3327	0	321	3035	15
256	3327	0	550	3043	15
512	3327	0	766	3043	15
768	3327	0	985	3043	15
1024	3327	0	1210	3046	15
1280	3327	0	1424	3048	15
1536	3327	0	1635	3049	14
1792	3327	0	1848	3050	14
2048	3327	0	2073	3050	14
2303	3327	0	2313	3051	14
2559	3327	0	2516	3050	14
2815	3327	0	2738	3057	14
3071	3327	0	2956	3060	14
3327	3327	0	3173	3062	14
3583	3327	0	3388	3064	14
3839	3327	0	3606	3066	13
4095	3327	0	3829	3069	13
0	3583	0	346	3271	16
256	3583	0	572	3271	16
512	3583	0	788	3270	16
768	3583	0	1005	3273	16
1024	3583	0	1235	3282	16
1280	3583	0	1447	3283	16
1536	3583	0	1658	3285	15
1792	3583	0	1872	3287	15
2048	3583	0	2101	3287	15
2303	3583	0	2337	3288	15
2559	3583	0	2541	3290	15
2815	3583	0	2759	3290	15
3071	3583	0	2976	3292	15
3327	3583	0	3197	3298	15
3583	3583	0	3412	3303	15
3839	3583	0	3634	3306	14
4095	3583	0	3856	3308	14
0	3839	0	372	3504	17
256	3839	0	597	3504	17
512	3839	0	813	3504	17
768	3839	0	1031	3505	17
1024	3839	0	1257	3505	17
1280	3839	0	1467	3507	17
1536	3839	0	1681	3514	16
1792	3839	0	1897	3518	16
2048	3839	0	2128	3519	16
2303	3839	0	2361	3521	16
2559	3839	0	2567	3523	16
2815	3839	0	2787	3526	16
3071	3839	0	3002	3526	16
3327	3839	0	3219	3527	16
3583	3839	0	3430	3527	16
3839	3839	0	3654	3532	15
4095	3839	0	3874	3534	15
0	4095	0	396	3725	18
256	4095	0	620	3728	18
512	4095	0	838	3736	18
768	4095	0	1057	3738	18
1024	4095	0	1283	3738	18
1280	4095	0	1491	3740	18
1536	4095	0	1701	3741	17
1792	4095	0	1917	3741	17
2048	4095	0	2151	3742	17
2303	4095	0	2378	3743	17
2559	4095	0	2588	3749	17
2815	4095	0	2815	3761	17
3071	4095	0	3027	3757	17
3327	4095	0	3244	3760	17
3583	4095	0	3456	3761	17
3839	4095	0	3679	3762	17
4095	4095	0	3896	3764	16
0	0	256	8	6	235
256	0	256	241	7	235
512	0	256	472	8	235
768	0	256	693	10	236
1024	0	256	911	11	236
1280	0	256	1133	12	236
1536	0	256	1356	14	236
1792	0	256	1567	15	237
2048	0	256	1785	16	236
2303	0	256	2002	17	236
2559	0	256	2247	19	237
2815	0	256	2461	20	236
3071	0	256	2675	21	237
3327	0	256	2894	22	237
3583	0	256	3112	24	237
3839	0	256	3329	25	238
4095	0	256	3549	26	237
0	256	256	33	245	235
256	256	256	262	247	236
512	256	256	493	248	236
768	256	256	713	250	237
1024	256	256	930	252	237
1280	256	256	1153	253	237
1536	256	256	1372	254	237
1792	256	256	1582	255	237
2048	256	256	1796	257	237
2303	256	256	2013	257	237
2559	256	256	2257	258	237
2815	256	256	2467	260	237
3071	256	256	2688	261	238
3327	256	256	2909	263	238
3583	256	256	3126	263	238
3839	256	256	3341	265	238
4095	256	256	3555	266	238
0	512	256	57	483	240
256	512	256	285	484	239
512	512	256	516	487	239
768	512	256	733	488	238
1024	512	256	950	489	239
1280	512	256	1173	491	239
1536	512	256	1390	492	239
1792	512	256	1602	493	239
2048	512	256	1819	495	238
2303	512	256	2033	495	238
2559	512	256	2279	496	238
2815	512	256	2488	498	238
3071	512	256	2706	499	238
3327	512	256	2924	501	239
3583	512	256	3141	502	239
3839	512	256	3356	503	239
4095	512	256	3570	505	239
0	768	256	81	716	241
256	768	256	310	716	239
512	768	256	539	717	240
768	768	256	757	721	240
1024	768	256	975	721	240
1280	768	256	1198	722	240
1536	768	256	1413	722	240
1792	768	256	1623	724	240
2048	768	256	1838	724	240
2303	768	256	2060	725	239
2559	768	256	2303	727	239
2815	768	256	2506	728	239
3071	768	256	2724	728	239
3327	768	256	2942	729	240
3583	768	256	3163	733	240
3839	768	256	3381	735	240
4095	768	256	3598	736	240
0	1024	256	106	947	243
256	1024	256	335	947	241
512	1024	256	563	948	241
768	1024	256	779	949	242
1024	1024	256	997	951	242
1280	1024	256	1224	953	242
1536	1024	256	1437	954	241
1792	1024	256	1648	955	241
2048	1024	256	1863	957	240
2303	1024	256	2088	957	240
2559	1024	256	2327	958	240
2815	1024	256	2530	959	240
3071	1024	256	2749	960	240
3327	1024	256	2966	961	240
3583	1024	256	3188	964	241
3839	1024	256	3404	968	242
4095	1024	256	3622	968	242
0	1280	256	130	1182	244
256	1280	256	358	1180	243
512	1280	256	584	1183	242
768	1280	256	802	1186	242
1024	1280	256	1019	1187	242
1280	1280	256	1245	1187	242
1536	1280	256	1456	1189	243
1792	1280	256	1667	1190	243
2048	1280	256	1882	1191	242
2303	1280	256	2110	1192	242
2559	1280	256	2343	1193	242
2815	1280	256	2549	1194	242
3071	1280	256	2772	1197	242
3327	1280	256	2990	1200	242
3583	1280	256	3209	1202	242
3839	1280	256	3421	1203	243
4095	1280	256	3641	1204	243
0	1536	256	155	1412	244
256	1536	256	383	1410	243
512	1536	256	607	1411	243
768	1536	256	824	1414	244
1024	1536	256	1042	1414	243
1280	1536	256	1267	1414	243
1536	1536	256	1478	1417	243
1792	1536	256	1689	1420	243
2048	1536	256	1904	1420	242
2303	1536	256	2136	1421	242
2559	1536	256	2365	1422	242
2815	1536	256	2573	1424	242
3071	1536	256	2793	1426	243
3327	1536	256	3010	1426	243
3583	1536	256	3228	1429	243
3839	1536	256	3443	1432	243
4095	1536	256	3666	1434	243
0	1792	256	179	1642	245
256	1792	256	409	1643	244
512	1792	256	631	1644	244
768	1792	256	847	1644	244
1024	1792	256	1066	1645	244
1280	1792	256	1290	1646	244
1536	1792	256	1499	1649	244
1792	1792	256	1710	1650	244
2048	1792	256	1926	1651	243
2303	1792	256	2160	1651	243
2559	1792	256	2386	1654	243
2815	1792	256	2598	1657	243
3071	1792	256	2816	1659	243
3327	1792	256	3032	1659	244
3583	1792	256	3250	1661	244
3839	1792	256	3463	1663	244
4095	1792	256	3687	1666	245
0	2048	256	204	1873	246
256	2048	256	434	1875	245
512	2048	256	655	1877	245
768	2048	256	871	1879	245
1024	2048	256	1092	1879	245
1280	2048	256	1314	1880	245
1536	2048	256	1521	1881	245
1792	2048	256	1732	1881	245
2048	2048	256	1948	1881	244
2303	2048	256	2185	1882	244
2559	2048	256	2407	1885	244
2815	2048	256	2621	1889	245
3071	2048	256	2841	1892	245
3327	2048	256	3057	1892	245
3583	2048	256	3274	1895	245
3839	2048	256	3484	1896	245
4095	2048	256	3710	1898	245
0	2303	256	228	2113	247
256	2303	256	458	2115	246
512	2303	256	678	2118	247
768	2303	256	895	2120	247
1024	2303	256	1117	2122	246
1280	2303	256	1337	2122	246
1536	2303	256	1545	2122	246
1792	2303	256	1756	2124	246
2048	2303	256	1972	2124	245
2303	2303	256	2213	2125	245
2559	2303	256	2428	2126	245
2815	2303	256	2643	2131	246
3071	2303	256	2865	2136	246
3327	2303	256	3082	2137	246
3583	2303	256	3298	2139	246
3839	2303	256	3508	2141	246
4095	2303	256	3735	2143	246
0	2559	256	253	2352	248
256	2559	256	483	2355	247
512	2559	256	702	2359	248
768	2559	256	919	2360	248
1024	2559	256	1141	2361	248
1280	2559	256	1360	2362	248
1536	2559	256	1569	2362	248
1792	2559	256	1781	2363	248
2048	2559	256	1998	2363	247
2303	2559	256	2241	2365	246
2559	2559	256	2452	2366	246
2815	2559	256	2670	2371	247
3071	2559	256	2890	2376	247
3327	2559	256	3107	2377	248
3583	2559	256	3322	2378	248
3839	2559	256	3535	2380	248
4095	2559	256	3763	2383	248
0	2815	256	279	2579	249
256	2815	256	509	2582	249
512	2815	256	726	2584	249
768	2815	256	943	2584	249
1024	2815	256	1166	2585	249
1280	2815	256	1383	2587	249
1536	2815	256	1593	2590	249
1792	2815	256	1806	2590	249
2048	2815	256	2025	2591	248
2303	2815	256	2270	2592	248
2559	2815	256	2477	2593	248
2815	2815	256	2696	2597	248
3071	2815	256	2913	2600	249
3327	2815	256	3131	2603	249
3583	2815	256	3349	2608	249
3839	2815	256	3564	2610	249
4095	2815	256	3790	2610	249
0	3071	256	304	2810	250
256	3071	256	533	2812	250
512	3071	256	748	2811	250
768	3071	256	965	2812	250
1024	3071	256	1189	2813	249
1280	3071	256	1405	2817	250
1536	3071	256	1616	2821	250
1792	3071	256	1830	2821	250
2048	3071	256	2052	2823	250
2303	3071	256	2295	2823	249
2559	3071	256	2498	2824	249
2815	3071	256	2718	2828	249
3071	3071	256	2934	2830	249
3327	3071	256	3153	2834	250
3583	3071	256	3371	2840	251
3839	3071	256	3588	2843	251
4095	3071	256	3810	2843	251
0	3327	256	328	3042	251
256	3327	256	556	3046	251
512	3327	256	771	3047	251
768	3327	256	988	3047	251
1024	3327	256	1214	3048	251
1280	3327	256	1427	3052	251
1536	3327	256	1637	3053	251
1792	3327	256	1851	3053	250
2048	3327	256	2076	3054	251
2303	3327	256	2315	3056	249
2559	3327	256	2517	3056	249
2815	3327	256	2741	3063	250
3071	3327	256	2958	3066	250
3327	3327	256	3175	3069	250
3583	3327	256	3389	3072	251
3839	3327	256	3607	3073	251
4095	3327	256	3830	3076	251
0	3583	256	353	3277	251
256	3583	256	578	3276	251
512	3583	256	793	3276	251
768	3583	256	1010	3277	251
1024	3583	256	1236	3279	251
1280	3583	256	1450	3285	252
1536	3583	256	1661	3290	252
1792	3583	256	1876	3291	252
2048	3583	256	2104	3291	252
2303	3583	256	2338	3292	251
2559	3583	256	2543	3295	251
2815	3583	256	2762	3296	251
3071	3583	256	2980	3300	251
3327	3583	256	3202	3308	252
3583	3583	256	3416	3312	252
3839	3583	256	3634	3312	252
4095	3583	256	3856	3313	253
0	3839	256	378	3504	253
256	3839	256	603	3510	253
512	3839	256	818	3509	252
768	3839	256	1035	3508	252
1024	3839	256	1261	3511	252
1280	3839	256	1470	3511	252
1536	3839	256	1683	3518	253
1792	3839	256	1896	3516	252
2048	3839	256	2126	3515	252
2303	3839	256	2357	3519	252
2559	3839	256	2568	3526	252
2815	3839	256	2787	3527	253
3071	3839	256	3005	3533	253
3327	3839	256	3220	3532	252
3583	3839	256	3431	3533	252
3839	3839	256	3653	3536	252
4095	3839	256	3874	3540	253
0	4095	256	402	3731	253
256	4095	256	626	3734	254
512	4095	256	842	3741	254
768	4095	256	1061	3741	254
1024	4095	256	1286	3742	254
1280	4095	256	1495	3745	254
1536	4095	256	1704	3745	254
1792	4095	256	1918	3745	253
2048	4095	256	2153	3745	253
2303	4095	256	2378	3746	252
2559	4095	256	2587	3748	252
2815	4095	256	2808	3752	253
3071	4095	256	3029	3762	253
3327	4095	256	3246	3765	254
3583	4095	256	3457	3766	254
3839	4095	256	3684	3771	254
4095	4095	256	3900	3772	254
0	0	512	16	12	472
256	0	512	247	13	471
512	0	512	481	14	471
768	0	512	702	16	471
1024	0	512	921	17	472
1280	0	512	1143	18	471
1536	0	512	1365	19	471
1792	0	512	1576	21	471
2048	0	512	1790	22	471
2303	0	512	2007	23	471
2559	0	512	2251	25	470
2815	0	512	2466	26	470
3071	0	512	2683	27	472
3327	0	512	2905	28	472
3583	0	512	3122	30	472
3839	0	512	3339	31	472
4095	0	512	3554	32	472
0	256	512	41	250	475
256	256	512	270	253	471
512	256	512	501	255	471
768	256	512	721	257	472
1024	256	512	940	259	472
1280	256	512	1163	260	471
1536	256	512	1382	261	471
1792	256	512	1592	262	471
2048	256	512	1806	263	471
2303	256	512	2023	264	471
2559	256	512	2269	265	470
2815	256	512	2478	266	470
3071	256	512	2693	267	470
3327	256	512	2912	268	470
3583	256	512	3132	269	472
3839	256	512	3352	272	472
4095	256	512	3566	273	472
0	512	512	65	491	476
256	512	512	294	491	472
512	512	512	524	494	471
768	512	512	742	496	472
1024	512	512	960	497	473
1280	512	512	1183	497	473
1536	512	512	1399	499	472
1792	512	512	1610	500	472
2048	512	512	1824	500	472
2303	512	512	2043	502	472
2559	512	512	2289	503	471
2815	512	512	2494	504	471
3071	512	512	2716	506	471
3327	512	512	2935	508	471
3583	512	512	3153	509	471
3839	512	512	3367	510	473
4095	512	512	3583	511	473
0	768	512	90	724	476
256	768	512	319	724	472
512	768	512	548	725	472
768	768	512	763	726	472
1024	768	512	981	727	473
1280	768	512	1206	727	472
1536	768	512	1420	729	472
1792	768	512	1632	731	472
2048	768	512	1847	732	472
2303	768	512	2071	732	472
2559	768	512	2312	733	471
2815	768	512	2516	735	471
3071	768	512	2735	736	471
3327	768	512	2952	736	472
3583	768	512	3174	740	473
3839	768	512	3391	742	473
4095	768	512	3608	743	473
0	1024	512	114	955	477
256	1024	512	343	955	473
512	1024	512	571	956	473
768	1024	512	787	956	473
1024	1024	512	1004	956	472
1280	1024	512	1230	958	472
1536	1024	512	1444	961	472
1792	1024	512	1656	963	474
2048	1024	512	1871	964	473
2303	1024	512	2098	965	473
2559	1024	512	2334	965	473
2815	1024	512	2540	966	472
3071	1024	512	2759	968	472
3327	1024	512	2978	969	472
3583	1024	512	3196	971	473
3839	1024	512	3413	973	474
4095	1024	512	3635	977	474
0	1280	512	138	1191	478
256	1280	512	367	1189	475
512	1280	512	593	1192	474
768	1280	512	810	1195	474
1024	1280	512	1026	1192	473
1280	1280	512	1254	1195	474
1536	1280	512	1464	1197	474
1792	1280	512	1675	1198	475
2048	1280	512	1891	1199	475
2303	1280	512	2121	1200	475
2559	1280	512	2352	1201	474
2815	1280	512	2559	1202	473
3071	1280	512	2779	1203	474
3327	1280	512	2996	1205	474
3583	1280	512	3217	1209	474
3839	1280	512	3432	1211	474
4095	1280	512	3654	1213	476
0	1536	512	163	1421	478
256	1536	512	392	1420	475
512	1536	512	616	1421	475
768	1536	512	833	1422	475
1024	1536	512	1051	1422	474
1280	1536	512	1278	1424	475
1536	1536	512	1484	1424	475
1792	1536	512	1698	1428	475
2048	1536	512	1915	1430	475
2303	1536	512	2147	1430	475
2559	1536	512	2375	1431	475
2815	1536	512	2584	1433	474
3071	1536	512	2803	1434	474
3327	1536	512	3019	1434	474
3583	1536	512	3238	1436	474
3839	1536	512	3454	1442	476
4095	1536	512	3675	1441	476
0	1792	512	187	1651	478
256	1792	512	416	1651	477
512	1792	512	639	1653	475
768	1792	512	856	1655	475
1024	1792	512	1076	1655	475
1280	1792	512	1301	1657	475
1536	1792	512	1507	1657	475
1792	1792	512	1720	1659	475
2048	1792	512	1935	1659	476
2303	1792	512	2171	1661	476
2559	1792	512	2395	1662	476
2815	1792	512	2607	1665	475
3071	1792	512	2828	1668	475
3327	1792	512	3044	1669	475
3583	1792	512	3262	1671	475
3839	1792	512	3475	1674	476
4095	1792	512	3698	1675	477
0	2048	512	212	1884	479
256	2048	512	441	1882	477
512	2048	512	663	1886	476
768	2048	512	880	1889	477
1024	2048	512	1101	1890	476
1280	2048	512	1324	1891	476
1536	2048	512	1531	1891	476
1792	2048	512	1742	1892	476
2048	2048	512	1958	1891	476
2303	2048	512	2197	1893	476
2559	2048	512	2416	1895	476
2815	2048	512	2629	1897	476
3071	2048	512	2850	1900	476
3327	2048	512	3069	1903	477
3583	2048	512	3286	1906	477
3839	2048	512	3496	1907	477
4095	2048	512	3722	1908	477
0	2303	512	237	2125	480
256	2303	512	466	2124	478
